place_name,id,latitude,longitude,Kwh req per block (S19),co2,S19 Kwh req per block,"Production fuel
mix factor
(kgCO_{2} e per kWh)",Power x Emissions factor
Kabo,12220,11.85,8.21667,86509,15.27510422,,,
Kadonah,12221,27.08333,78.33333,86509,20.62421466,,,
Kaee,12222,27.25,79.96667,86509,17.72641148,,,
Kagarlyk,12227,49.86667,30.83333,86509,12.62445212,,,
Kaidun,12228,15,48.3,86509,21.94827248,,,
Kainsaz,12229,55.43333,53.25,86509,25.74189617,,,
Kakangari,12230,12.38333,78.51667,86509,26.07714607,,,
Kakowa,12231,45.13333,21.66667,86509,22.3706492,,,
Kalaba,12232,-6.83333,29.5,86509,24.69940128,,,
Kalumbi,12236,17.83333,73.98333,86509,19.61461583,,,
Kamalpur,12238,26.03333,81.46667,86509,17.70894983,,,
Kamiomi,12240,36.04167,139.95667,86509,10.91414269,,,
Kamsagar,12241,14.18333,75.8,86509,18.6124967,,,
Kandahar (Afghanistan),12243,31.6,65.78333,86509,15.14890174,,,
Kangean,12245,-7,115.5,86509,25.23632499,,,
Kangra Valley,12246,32.08333,76.3,86509,20.66646923,,,
Kapoeta,12251,4.7,33.63333,86509,17.79050642,,,
Kaprada,47357,20.33916,73.22329,86509,12.40244206,,,
Kaptal-Aryk,12253,42.45,73.36667,86509,30.88152051,,,
Karakol,12256,47.21667,81.01667,86509,26.31930553,,,
Karatu,12258,-3.5,35.58333,86509,11.22530291,,,
Karewar,12260,12.9,7.15,86509,16.54999507,,,
Karkh,12262,27.8,67.16667,86509,30.55607398,,,
Karloowala,12263,31.58333,71.6,86509,22.18112517,,,
Karoonda,12264,-35.08333,139.91667,86509,24.75950868,,,
Kasamatsu,12266,35.36667,136.76667,86509,18.43100001,,,
Kasauli,30740,29.58333,77.58333,86509,21.74271885,,,
Katagum,35465,11.33333,10.08333,86509,18.124573,,,
Kavarpura,47351,25.14333,75.81333,86509,16.04027486,,,
Kayakent,12268,39.26333,31.78,86509,11.20344585,,,
Kediri,12270,-7.75,112.01667,86509,25.57102479,,,
Kemer,53654,36.54194,29.41822,86509,28.28592617,,,
Kendleton,12275,29.45,-96,86509,16.96715835,,,
Kendrapara,12276,20.4625,86.70278,86509,13.90531165,,,
Kerilis,12282,48.4,-3.3,86509,26.6163307,,,
Kernouve,12284,48.11667,-3.08333,86509,14.71548457,,,
Kesen,12286,38.98333,141.61667,86509,20.60730742,,,
Khairpur,12288,29.53333,72.3,86509,29.69675681,,,
Khanpur,12289,25.55,83.11667,86509,30.73008892,,,
Kharkov,12291,50.625,35.075,86509,20.5305128,,,
Kheragur,12294,26.95,77.88333,86509,10.34086245,,,
Khetri,12296,28.01667,75.81667,86509,16.5950877,,,
Khmelevka,12297,56.75,75.33333,86509,16.44414209,,,
Khohar,12298,25.1,81.53333,86509,25.07082348,,,
Khor Temiki,12299,16,36,86509,16.82573223,,,
Kidairat,12300,14,28,86509,22.24892398,,,
Kiel,12301,54.4,10.15,86509,27.51983628,,,
Kiffa,12303,16.58333,-11.33333,86509,26.96475033,,,
Kijima (1906),12305,36.85,138.38333,86509,21.12508285,,,
Kikino,12306,55,34,86509,18.23869964,,,
Kilabo,12307,12.76667,9.8,86509,14.04841795,,,
Kilbourn,12308,43.58333,-89.6,86509,21.42292132,,,
Killeter,12309,54.66667,-7.66667,86509,18.1450209,,,
Kingai,12316,11.63333,24.68333,86509,11.08001935,,,
Kirbyville,12321,30.75,-95.95,86509,11.46683905,,,
Kisvarsány,12325,48.16667,22.30833,86509,11.23302349,,,
Kitchener,12326,43.38333,-80.38333,86509,21.65097552,,,
Klein-Wenden,12332,51.6,10.8,86509,12.92577747,,,
Knyahinya,12335,48.9,22.4,86509,19.13020706,,,
Kobe,12336,34.73333,135.16667,86509,21.16574093,,,
Kokubunji,12342,34.3,133.95,86509,21.02641408,,,
Komagome,12343,35.73333,139.75,86509,20.47514323,,,
Konovo,12344,42.51667,26.16667,86509,16.57240653,,,
Košice,53810,48.76367,21.17633,86509,11.5651877,,,
Krähenberg,12353,49.32694,7.46472,86509,30.71234881,,,
Krasnoi-Ugol,12355,54.03333,40.9,86509,22.81341628,,,
Krasnyi Klyuch,12357,54.33333,56.08333,86509,10.63769916,,,
Krutikha,12363,56.8,77,86509,22.58550739,,,
Krymka,12364,47.83333,30.76667,86509,24.07534595,,,
Kukschin,12368,51.15,31.7,86509,25.15628868,,,
Kulak,12369,30.73111,66.80222,86509,23.94509386,,,
Kuleschovka,12370,50.75,33.5,86509,27.11054471,,,
Kulp,12373,41.11667,45,86509,26.13759254,,,
Kunashak,12377,55.78333,61.36667,86509,30.4642463,,,
Kunya-Urgench,12379,42.25,59.2,86509,19.49191996,,,
Kushiike,12381,37.05,138.38333,86509,15.93516215,,,
Kusiali,12382,29.68333,78.38333,86509,21.27814929,,,
Kutais,12383,44.51667,39.3,86509,28.49517698,,,
Kuttippuram,12384,10.83333,76.03333,86509,25.94114933,,,
Kuznetzovo,12385,55.2,75.33333,86509,30.04970204,,,
Kyushu,12390,32.03333,130.63333,86509,22.88262936,,,
La Bécasse,12392,47.08333,1.75,86509,25.46175861,,,
La Charca,12394,20.66667,-101.28333,86509,11.28728179,,,
La Colina,12395,-37.33333,-61.53333,86509,25.31008948,,,
La Criolla,12396,-31.23333,-58.16667,86509,23.1032165,,,
Laborel,12408,44.28333,5.58333,86509,13.52613437,,,
Lahrauli,12433,26.78333,82.71667,86509,21.7521844,,,
L'Aigle,12434,48.76667,0.63333,86509,24.49583315,,,
Lakangaon,12435,21.86667,76.03333,86509,23.06164145,,,
Lalitpur,12451,24.45,78.56667,86509,11.97154134,,,
Lancé,12455,47.7,1.06667,86509,28.26857299,,,
Lancon,12456,43.75,5.11667,86509,15.56020983,,,
Långhalsen,12461,58.85,16.73333,86509,29.69551303,,,
Lanxi,12464,46.24167,126.19611,86509,26.19636428,,,
Lanzenkirchen,12465,47.75,16.23333,86509,11.97120711,,,
Laochenzhen,12466,33.13333,115.16667,86509,21.71259437,,,
Launton,12740,51.9,-1.11667,86509,11.51151973,,,
Lavrentievka,12743,52.45,51.56667,86509,26.13418228,,,
Le Pressoir,12748,47.16667,0.43333,86509,18.15204983,,,
Le Teilleul,12749,48.53333,-0.86667,86509,22.79034404,,,
Leedey,12755,35.88333,-99.33333,86509,30.74800234,,,
Leeuwfontein,12756,-25.66667,28.36667,86509,25.87139102,,,
Leighlinbridge,12759,52.66667,-6.96667,86509,12.96281261,,,
Leighton,12760,34.58333,-87.5,86509,10.66622767,,,
Leonovka,12765,52.26667,32.85,86509,22.61369322,,,
Les Ormes,12769,48.35,3.25,86509,26.74838945,,,
Lesves,12772,50.36667,4.73333,86509,21.81120387,,,
Lichtenberg,14646,-26.15,26.18333,86509,18.63630963,,,
Lillaverke,14650,56.65,15.86667,86509,11.23307593,,,
Limerick,14652,52.56667,-8.78333,86509,25.16656014,,,
Linum,14655,52.75,12.9,86509,25.48711262,,,
Lishui,14659,31.63333,118.98333,86509,25.15847896,,,
Lissa,14661,50.2,14.85,86509,16.21564484,,,
Little Piney,14664,37.91667,-92.08333,86509,27.73596786,,,
Lixna,14670,56,26.43333,86509,27.1028387,,,
Lodran,14675,29.53333,71.8,86509,19.19237702,,,
Lohawat,14678,26.96556,72.62667,86509,30.35312801,,,
Lorton,52843,38.70066,-77.21163,86509,19.10782631,,,
Los Martinez,14708,38,-0.83333,86509,12.8894732,,,
Lost City,14711,36.00833,-95.15,86509,28.07243814,,,
Louisville,14716,38.25,-85.75,86509,21.14468555,,,
Łowicz,14718,52,19.91667,86509,29.47176411,,,
Lua,14721,24.95,75.15,86509,30.62110499,,,
Lucé,14724,47.85,0.48333,86509,29.48751509,,,
Lumpkin,14753,32.03333,-84.76667,86509,16.76334922,,,
Lunan,14754,24.8,103.3,86509,28.66229074,,,
Lundsgård,14755,56.21667,13.03333,86509,30.56500008,,,
Luotolax,14756,61.2,27.7,86509,25.95629469,,,
Luponnas,14757,46.21667,5,86509,18.0248831,,,
Lusaka,14759,-7.21667,29.43333,86509,11.39537016,,,
Mabwe-Khoywa,14764,19,97,86509,11.19031026,,,
Macau,15370,-5.2,-36.66667,86509,21.48451262,,,
Machinga,15371,-15.21222,35.24222,86509,23.1845589,,,
Macibini,15372,-28.83333,31.95,86509,23.56454037,,,
Madhipura,15379,25.91667,86.36667,86509,15.70484911,,,
Madiun,15380,-7.75,111.53333,86509,24.56872551,,,
Madrid,15382,40.41667,-3.71667,86509,13.2230938,,,
Mafra,15383,-26.16667,-49.93333,86509,19.5533922,,,
Magnesia,15386,37.86667,27.51667,86509,10.7065952,,,
Magombedze,15387,-19.48333,31.65,86509,17.4648082,,,
Mahadevpur,47361,27.66667,95.78333,86509,28.84907585,,,
Maigatari-Danduma,30751,12.83333,9.38333,86509,21.37666123,,,
Malaga,15393,32.21667,-104,86509,26.64643865,,,
Malakal,15394,9.5,31.75,86509,20.0736039,,,
Malampaka,15395,-3.13333,33.51667,86509,28.40857868,,,
Malotas,15397,-28.93333,-63.23333,86509,10.74248194,,,
Malvern,15400,-29.45,26.76667,86509,12.20966,,,
Mamra Springs,15401,45.21667,62.08333,86509,16.51266402,,,
Manbhoom,15402,23.05,86.7,86509,19.85051195,,,
Manegaon,15403,20.96667,76.1,86509,24.94833176,,,
Mangwendi,15405,-17.65,31.6,86509,16.53369667,,,
Manych,15409,45.81667,44.63333,86509,13.83221223,,,
Mardan,15414,34.23333,72.08333,86509,24.92133392,,,
Mariaville,15419,42.71667,-99.38333,86509,20.04572188,,,
Maribo,48973,54.76183,11.46745,86509,27.20430018,,,
Maridi,15421,4.66667,29.25,86509,14.98571948,,,
Marilia,15422,-22.25,-49.93333,86509,18.14047874,,,
Marion (Iowa),15424,41.9,-91.6,86509,16.69832505,,,
Marjalahti,15426,61.5,30.5,86509,11.98140217,,,
Marmande,15429,44.5,0.15,86509,23.20869494,,,
Maromandia,15430,-14.2,48.1,86509,18.39347315,,,
Maryville,15436,35.8,-84.1,86509,29.41870591,,,
Mascombes,15438,45.36667,1.86667,86509,15.2158085,,,
Mässing,15443,48.13333,12.61667,86509,26.56931838,,,
Mauerkirchen,15446,48.18333,13.13333,86509,22.28057948,,,
Mauritius,15447,-20,57,86509,15.5902294,,,
Mayo Belwa,15451,8.96667,12.08333,86509,20.64657894,,,
Mazapil,15453,24.68333,-101.68333,86509,27.85052864,,,
Maziba,15454,-1.21667,30,86509,12.00071295,,,
Mbale,15455,1.06667,34.16667,86509,26.85020847,,,
Medanitos,15467,-27.25,-67.5,86509,18.95637391,,,
Meerut,15469,29.01667,77.8,86509,13.2968177,,,
Meester-Cornelis,15470,-6.23333,106.88333,86509,11.96031123,,,
Menow,15485,53.18333,13.15,86509,23.82354755,,,
Menziswyl,15486,46.81867,7.21817,86509,11.57715534,,,
Mern,15489,55.05,12.06667,86509,11.89322669,,,
Merua,15492,25.48333,81.98333,86509,14.01769406,,,
Messina,15495,38.18333,15.56667,86509,15.5172969,,,
Meuselbach,16626,50.58333,11.1,86509,10.78927508,,,
Mezel,16627,45.76667,3.25,86509,13.38268549,,,
Mezö-Madaras,16628,46.5,25.73333,86509,26.39594665,,,
Mhow,16629,25.9,83.61667,86509,26.46785577,,,
Mianchi,16631,34.8,111.7,86509,14.09399304,,,
Middlesbrough,16632,54.56667,-1.16667,86509,10.12024418,,,
Mifflin,52090,42.9075,-90.36556,86509,26.17344798,,,
Mighei,16634,48.06667,30.96667,86509,13.71675017,,,
Mihonoseki,16635,35.56833,133.22,86509,11.9441584,,,
Mike,16636,46.23333,17.53333,86509,10.51208434,,,
Milena,16640,46.18333,16.1,86509,24.65319485,,,
Millbillillie,16643,-26.45,120.36667,86509,22.60317306,,,
Miller (Arkansas),16645,35.4,-92.05,86509,22.04634526,,,
Minamino,16692,35.07833,136.93333,86509,28.48738411,,,
Mineo,16696,37.28333,14.7,86509,19.00343,,,
Min-Fan-Zhun,16697,32.33333,120.66667,86509,20.08775701,,,
Minnichhof,16700,47.7,16.6,86509,28.57503893,,,
Mirzapur,16701,25.68333,83.25,86509,17.49162565,,,
Misshof,16703,56.66667,23,86509,19.56328488,,,
Mjelleim,16707,61.73333,5.93333,86509,20.08062957,,,
Mocs,16709,46.8,24.03333,86509,18.25995857,,,
Modoc (1905),16711,38.5,-101.1,86509,16.9795309,,,
Mokoia,16713,-39.63333,174.4,86509,25.05870788,,,
Molina,16715,38.11667,-1.16667,86509,15.05992816,,,
Molteno,16717,-31.25,26.46667,86509,23.60145703,,,
Monahans (1998),16719,31.60833,-102.85833,86509,23.75089085,,,
Monroe,16720,35.25,-80.5,86509,25.37621424,,,
Monte das Fortes,16725,38.01667,-8.25,86509,10.99726082,,,
Monte Milone,16726,43.26667,13.35,86509,10.79911523,,,
Montferré,16727,43.39056,1.9625,86509,29.68821211,,,
Montlivault,16729,47.63333,1.58333,86509,20.88988393,,,
Monze,16733,-15.96667,27.35,86509,25.26357312,,,
Moore County,16736,35.41667,-79.38333,86509,16.3004282,,,
Mooresfort,16737,52.45,-8.33333,86509,21.40009106,,,
Moorleah,16738,-40.975,145.6,86509,12.09007266,,,
Moradabad,16740,28.78333,78.83333,86509,13.17517178,,,
Morávka,16742,49.6,18.53333,86509,14.325717,,,
Mornans,16747,44.6,5.13333,86509,24.31543694,,,
Moss,36592,59.43333,10.7,86509,26.29814426,,,
Moti-ka-nagla,16759,26.83333,77.33333,86509,11.30537023,,,
Motta di Conti,16762,45.2,8.5,86509,20.11902859,,,
Mount Browne,16766,-29.8,141.7,86509,14.31075022,,,
Mount Tazerzait,16804,18.7,4.8,86509,28.29648835,,,
Mount Vaisi,16805,44.08333,6.86667,86509,23.56858134,,,
Mtola,16820,-11.5,33.5,86509,30.97826847,,,
Muddoor,16841,12.63333,77.01667,86509,24.57440945,,,
Mulletiwu,16851,9.33333,80.83333,86509,27.92425147,,,
Muraid,16874,24.5,90.21667,86509,28.58459293,,,
Murchison,16875,-36.61667,145.2,86509,19.29650521,,,
Murray,16882,36.6,-88.1,86509,27.03841705,,,
Muzaffarpur,16885,26.13333,85.53333,86509,15.72640811,,,
Myhee Caunta,16887,23.05,72.63333,86509,18.40791412,,,
Nadiabondi,16889,12,1,86509,10.57850141,,,
Nagai,16890,38.12167,140.06167,86509,28.12550433,,,
Nagaria,16892,26.98333,78.21667,86509,27.85225945,,,
Nagy-Borové,16893,49.16667,19.5,86509,22.63360501,,,
Nakhla,16898,31.31667,30.35,86509,27.54953873,,,
Nakhon Pathom,16899,13.73333,100.08333,86509,27.57191095,,,
Nammianthal,16902,12.28333,79.2,86509,28.35341854,,,
Nan Yang Pao,16903,35.66667,103.5,86509,24.53679763,,,
Nanjemoy,16904,38.41667,-77.16667,86509,22.5236022,,,
Nantong,16907,32.11667,121.8,86509,13.7543198,,,
Naoki,16908,19.25,77,86509,24.5009891,,,
Naragh,16909,33.75,51.5,86509,13.50545138,,,
Narellan,16912,-34.05,150.68889,86509,20.69259636,,,
Narni,16914,42.51667,12.51667,86509,27.42989644,,,
Nassirah,16922,-21.73333,165.9,86509,20.32389651,,,
Nawapali,16927,21.25,83.66667,86509,11.23119272,,,
Neagari,16934,36.44917,136.46528,86509,18.189812,,,
Nedagolla,16935,18.68333,83.48333,86509,12.83651287,,,
Nejo,16941,9.5,35.33333,86509,13.91913224,,,
Nerft,16945,56.5,21.5,86509,23.58320303,,,
Neuschwanstein,16950,47.525,10.80833,86509,17.42405718,,,
New Concord,16953,40,-81.76667,86509,16.38442852,,,
New Halfa,16954,15.36667,35.68333,86509,13.67303732,,,
New Orleans,16960,29.94718,-90.10976,86509,13.99716098,,,
Ngawi,16966,-7.45,111.41667,86509,17.02677341,,,
N'Goureyma,16968,13.85,-4.38333,86509,30.5192767,,,
Nicorps,16970,49.03333,-1.43333,86509,26.59658094,,,
Nikolaevka,16976,52.45,78.63333,86509,29.96546053,,,
Nikolskoe,16977,56.11667,37.33333,86509,15.46006637,,,
Ningbo,16980,29.86667,121.48333,86509,18.06259393,,,
Ningqiang,16981,32.925,105.90667,86509,17.62505312,,,
Nio,16982,34.2,131.56667,86509,16.26887055,,,
N'Kandhla,16983,-28.56667,30.7,86509,17.44972625,,,
Nobleborough,16984,44.08333,-69.48333,86509,29.94737224,,,
Noblesville,16985,40.08528,-86.055,86509,17.85778853,,,
Nogata,16988,33.725,130.75,86509,29.29594199,,,
Nogoya,16989,-32.36667,-59.83333,86509,12.99498559,,,
Norfork,16994,36.21667,-92.26667,86509,27.76374237,,,
Norton County,17922,39.68333,-99.86667,86509,24.15923713,,,
Noventa Vicentina,17930,45.29167,11.52722,86509,15.35813959,,,
Novo-Urei,17933,54.81667,46,86509,15.27257164,,,
Novy-Ergi,17934,58.55,31.33333,86509,22.87921114,,,
Novy-Projekt,17935,56,22,86509,18.00590586,,,
Noyan-Bogdo,17936,42.91667,102.46667,86509,12.27245243,,,
Nuevo Mercurio,17938,24.3,-102.13333,86509,28.43805994,,,
Nulles,17959,41.63333,0.75,86509,19.16871992,,,
Numakai,17960,43.33333,141.86667,86509,18.00948106,,,
Nyaung,17969,21.20833,94.91667,86509,10.50808063,,,
Nyirábrany,17970,47.55,22.025,86509,19.49514867,,,
Ochansk,17979,57.78333,55.26667,86509,23.39914645,,,
Oesede,17988,52.28333,8.05,86509,16.83877251,,,
Oesel,17989,58.5,23,86509,27.52652234,,,
Ofehértó,17990,47.88333,22.03333,86509,23.91330068,,,
Ogi,17994,33.28333,130.2,86509,27.36642626,,,
Ohaba,17995,46.06667,23.58333,86509,20.65598277,,,
Ohuma,17996,6.75,8.5,86509,20.81681976,,,
Ojuelos Altos,17997,38.18333,-5.4,86509,10.63554583,,,
Okabe,17998,36.18333,139.21667,86509,26.32592471,,,
Okano,18000,35.08333,135.2,86509,27.19236222,,,
Okniny,18002,50.83333,25.5,86509,15.11323297,,,
Oldenburg (1930),18009,52.95,8.16667,86509,14.5937125,,,
Oliva-Gandia,18012,39,-0.03333,86509,16.6932654,,,
Olivenza,18013,38.71667,-7.06667,86509,22.62095433,,,
Olmedilla de Alarcón,18015,39.56667,-2.1,86509,27.81091231,,,
Omolon,18019,64.02,161.80833,86509,17.61382043,,,
Orgueil,18026,43.88333,1.38333,86509,24.09038877,,,
Orlando,34489,28.5475,-81.36222,86509,13.93542082,,,
Ornans,18030,47.11667,6.15,86509,18.64002769,,,
Ortenau,18033,48.5,8,86509,21.57091044,,,
Orvinio,18034,42.13333,12.93333,86509,26.43981345,,,
Oterøy,18042,58.88333,9.4,86509,30.38977801,,,
Otomi,18045,38.4,140.35,86509,24.10441863,,,
Ottawa,18046,38.6,-95.21667,86509,10.871193,,,
Ouadangou,56729,12.9,0.08,86509,10.64906899,,,
Oued el Hadjar,18050,30.18,-6.57717,86509,22.61498403,,,
Oum Dreyga,31282,24.3,-13.1,86509,15.74893308,,,
Ourique,18052,37.60833,-8.28,86509,28.3544158,,,
Ovambo,18055,-18,16,86509,10.46003636,,,
Oviedo,18058,43.4,-5.86667,86509,20.28458778,,,
Owrucz,18062,51.33333,28.83333,86509,24.14727332,,,
Pacula,18068,21.05,-99.3,86509,22.41082714,,,
Padvarninkai,18069,55.66667,25,86509,29.65697183,,,
Paitan,18072,17.74333,120.45583,86509,19.83605261,,,
Palahatchie,18073,32.31667,-89.71667,86509,14.3823574,,,
Palca de Aparzo,18074,-23.11667,-65.1,86509,30.28500782,,,
Palinshih,18077,43.48333,118.61667,86509,20.78363811,,,
Palmyra,18079,39.8,-91.5,86509,24.82326322,,,
Palolo Valley,18082,21.3,-157.78333,86509,18.01266505,,,
Pampanga,18093,15.08333,120.7,86509,29.91885666,,,
Pantar,18098,8.06667,124.28333,86509,27.64590095,,,
Paragould,18101,36.06667,-90.5,86509,29.74540506,,,
Parambu,18102,-6.23333,-40.7,86509,26.07696677,,,
Paranaiba,18103,-19.13333,-51.66667,86509,24.38552974,,,
Park Forest,18106,41.48472,-87.67917,86509,18.38033682,,,
Parnallee,18108,9.23333,78.35,86509,28.20443193,,,
Parsa,18109,26.2,85.4,86509,29.23697258,,,
Pasamonte,18110,36.21667,-103.4,86509,11.06533113,,,
Patora,18112,20.93694,82.05,86509,18.40249698,,,
Patrimonio,18116,-19.53333,-48.56667,86509,17.70054141,,,
Patti,18118,38.13333,14.96667,86509,29.43214511,,,
Patwar,18171,23.15,91.18333,86509,20.93007037,,,
Pavel,18173,43.46667,25.51667,86509,18.84466262,,,
Pavlodar (stone),18175,52.3,77.03333,86509,25.11836735,,,
Pavlograd,18176,48.53333,35.98333,86509,14.44790449,,,
Pavlovka,18177,52.03333,43,86509,11.57529329,,,
Pê,18179,11.33367,-3.54217,86509,28.68224147,,,
Peace River,18180,56.13333,-117.93333,86509,20.93679478,,,
Peckelsheim,18181,51.66667,9.25,86509,30.46314644,,,
Peekskill,18782,41.28333,-73.91667,86509,30.26025119,,,
Peña Blanca Spring,18786,30.125,-103.11667,86509,24.464171,,,
Peramiho,18792,-10.66667,35.5,86509,16.94958632,,,
Perpeti,18793,23.325,91,86509,14.75778249,,,
Perth,18797,56.4,-3.43333,86509,13.24462512,,,
Pervomaisky,18798,56.63333,39.43333,86509,26.35887924,,,
Pesyanoe,18799,55.5,66.08333,86509,12.20364623,,,
Pétèlkolé,18800,14.052,0.42,86509,21.13798492,,,
Petersburg,18801,35.3,-86.63333,86509,29.89792772,,,
Pettiswood,18804,53.53333,-7.33333,86509,24.95974011,,,
Phillips County (stone),18808,40,-99.25,86509,25.36489943,,,
Phu Hong,18809,11.25,108.58333,86509,10.4068802,,,
Phum Sambo,18811,12,105.48333,86509,14.67123244,,,
Phuoc-Binh,18812,15.71667,108.1,86509,16.94569613,,,
Piancaldoli,18813,44.24417,11.50222,86509,26.63151037,,,
Picote,18816,41.36667,-6.23333,86509,22.62661398,,,
Pillistfer,18822,58.66667,25.73333,86509,12.31483217,,,
Piplia Kalan,18831,26.03472,73.94167,86509,23.27734649,,,
Piquetberg,18832,-32.86667,18.71667,86509,23.06728179,,,
Pirgunje,18834,25.8,88.45,86509,13.15011117,,,
Pirthalla,18835,29.58333,76,86509,11.31239707,,,
Pitts,18837,31.95,-83.51667,86509,30.45483437,,,
Plantersville,18846,30.7,-96.11667,86509,20.33664026,,,
Pleşcoi,51706,45.275,26.70972,86509,26.85535613,,,
Ploschkovitz,18849,50.53333,14.11667,86509,27.14130271,,,
Pnompehn,18851,11.58333,104.91667,86509,27.45598355,,,
Pohlitz,18853,50.93333,12.13333,86509,30.92792345,,,
Pokhra,18858,26.71667,82.66667,86509,28.12620348,,,
Pollen,18860,66.34833,14.015,86509,30.62558721,,,
Pontlyfni,18865,53.03639,-4.31944,86509,29.3410088,,,
Portales Valley,18874,34.175,-103.295,86509,16.28038893,,,
Portugal,18876,38.5,-8,86509,22.60973528,,,
Po-wang Chen,18879,31.41667,118.5,86509,14.66721131,,,
Prambachkirchen,18883,48.3025,13.94083,86509,13.18420973,,,
Pribram,18887,49.66667,14.03333,86509,19.94676807,,,
Pricetown,18888,39.11667,-83.85,86509,15.24566629,,,
Puerto Lápice,45984,39.35,-3.51667,86509,16.46510689,,,
Pulsora,18899,23.36667,75.18333,86509,23.71613559,,,
Pultusk,18901,52.76667,21.26667,86509,11.82235956,,,
Punganaru,18902,13.33333,78.95,86509,29.75497061,,,
Putinga,18905,-29.03333,-53.05,86509,27.18819431,,,
Qidong,18907,32.08333,121.5,86509,24.46293377,,,
Qingzhen,18908,26.53333,106.46667,86509,17.05917704,,,
Queen's Mercy,22357,-30.11667,28.7,86509,27.25100712,,,
Quenggouk,22358,17.76667,95.18333,86509,28.92303907,,,
Quesa,22360,39,-0.66667,86509,21.8997756,,,
Quija,22361,44.61667,126.13333,86509,17.29557615,,,
Quincay,22363,46.6,0.25,86509,16.31252691,,,
Raco,22368,-26.66667,-65.45,86509,25.15287852,,,
Raghunathpura,22371,27.72528,76.465,86509,13.69194733,,,
Rahimyar Khan,31302,28.225,70.2,86509,23.4956186,,,
Rakovka,22376,52.98333,37.03333,86509,15.00518919,,,
Ramnagar,22384,26.45,82.9,86509,22.8378464,,,
Rampurhat,22385,24.16667,87.76667,86509,12.76372752,,,
Ramsdorf,22386,51.88333,6.93333,86509,19.99197263,,,
Ranchapur,22387,23.98333,87.08333,86509,17.14993356,,,
Rancho de la Presa,22390,19.86667,-100.81667,86509,11.40932387,,,
Rangala,22392,25.38333,72.01667,86509,15.46261454,,,
Raoyang,22394,38.2,115.7,86509,26.07636533,,,
Ras Tanura,22395,26.66667,50.15,86509,30.25699047,,,
